"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"EIF4G2",0.0479612721937295,7.60117605016632,0.560775173816578,0.57721623998044,0.874096262435796,-6.23735930290827
"WNK1",0.0477542687005808,6.71204883810403,0.560755479256479,0.577229575233228,0.874096262435796,-6.13100054185067
"LINC01521",-0.177026708305805,0.317783913765271,-0.560708778881111,0.577261196810133,0.874096262435796,-5.17528151263521
"INPP4A",-0.0825576157364051,4.97296553961139,-0.560707020633445,0.577262387364342,0.874096262435796,-5.8691367772024
"ZNF724",-0.182524750874487,1.368165746799,-0.560671557855254,0.577286400366981,0.874096262435796,-5.25695768237843
"ANKS6",-0.155853681709291,1.37044069152855,-0.560488098170062,0.577410634615336,0.874117281522452,-5.25631750602584
"ZNF597",-0.172430830777098,1.17523185374298,-0.560478152789457,0.577417369744555,0.874117281522452,-5.23964707825736
"RPS28",-0.036946613066445,11.8696539937316,-0.560169923830681,0.5776261248755,0.874318531750799,-6.66141976681639
"NSD2",0.109506423606295,3.75834387252541,0.560108950871297,0.5776674245343,0.874318531750799,-5.63480334878263
"ALMS1-IT1",0.196492730952859,1.06813307902101,0.559742871688754,0.577915416034195,0.87460521759645,-5.22678187684073
"ATP13A4",-0.213388838388533,0.168645382416455,-0.559497508083767,0.578081660481194,0.87463978662134,-5.16752696740055
"RPL21",-0.0367586655409974,12.0988542516701,-0.559394753358193,0.578151288113525,0.87463978662134,-6.68840084774371
"LINC00294",0.163095397263534,1.4179126145515,0.559366218729113,0.57817062418313,0.87463978662134,-5.26100567393901
"ATP6V1C2",0.20153109574764,0.0644528747564006,0.559281683477267,0.57822791008086,0.87463978662134,-5.16076050745662
"AL080317.2",-0.169667657432427,0.499438725576415,-0.559224519195074,0.578266649405821,0.87463978662134,-5.19142962633333
"CDK5RAP2",0.0625374740463573,5.22077063696229,0.559190460559336,0.578289730997647,0.87463978662134,-5.90973163995405
"KCNMB2-AS1",-0.164552029640885,0.0605729768258302,-0.559083039278209,0.57836253348668,0.874661297223703,-5.16250400028859
"UBE2B",0.0686633642705353,7.18615891271598,0.558892055164985,0.578491979838769,0.874768457663831,-6.19159480269563
"CACNB4",-0.207287194095175,-0.279156640183606,-0.558585596726864,0.578699722299119,0.874932068191768,-5.14987994437407
"ZDHHC1",-0.217070218168908,0.320121061231621,-0.558470700258486,0.578777617753111,0.874932068191768,-5.17686009482875
"PIK3R4",0.123999541132256,2.49857040711895,0.558250313906715,0.578927045514226,0.874932068191768,-5.40495805068992
"GATC",-0.0990628144594344,3.31582948051422,-0.558198069916888,0.578962471047049,0.874932068191768,-5.56439767977791
"ANKRD35",-0.161857991613143,1.74569409438389,-0.558125299392047,0.579011816927537,0.874932068191768,-5.30800688091441
"CCDC96",0.175162396472522,1.25317355910317,0.558013575648614,0.579087581034832,0.874932068191768,-5.24629305981455
"ELMO2",0.0934924763819526,3.16045617182012,0.557926169270412,0.579146857948662,0.874932068191768,-5.5307028653922
"AC027682.6",0.216467082861738,-0.345013543375673,0.557903439517949,0.579162273202292,0.874932068191768,-5.14659881140274
